State,Site,Rating,Date,Year,Season,Obs,Rep,Treatment,Fungicide,Foci,meanLW,meanST,meanSM,meanRH,meanAT,meanRF,maxLW,maxST,maxSM,maxRH,maxAT,maxRF,minST,minSM,minRH,minAT,DayOfYear
OK,STILL,8,50108,2008,Spring,103,1,CHECK,0,0.0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.1,82.46,25.3,1.26,14.3,83.34,23.88,10.0,122
OK,STILL,8,50108,2008,Spring,203,2,CHECK,0,0.0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.1,82.46,25.3,1.26,14.3,83.34,23.88,10.0,122
OK,STILL,8,50108,2008,Spring,301,3,CHECK,0,0.0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.1,82.46,25.3,1.26,14.3,83.34,23.88,10.0,122
OK,STILL,8,50108,2008,Spring,403,4,CHECK,0,0.0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.1,82.46,25.3,1.26,14.3,83.34,23.88,10.0,122
OK,STILL,8,50108,2008,Spring,502,5,CHECK,0,0.0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.1,82.46,25.3,1.26,14.3,83.34,23.88,10.0,122
OK,STILL,8,50108,2008,Spring,602,6,CHECK,0,0.0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.1,82.46,25.3,1.26,14.3,83.34,23.88,10.0,122
OK,STILL,9,50208,2008,Spring,103,1,CHECK,0,0.0,1.14,17.92,84.9,49.19,18.6,0.15,4.14,22.02,112.36,81.16,26.84,2.18,14.5,74.16,19.86,11.2,123
OK,STILL,9,50208,2008,Spring,203,2,CHECK,0,0.0,1.14,17.92,84.9,49.19,18.6,0.15,4.14,22.02,112.36,81.16,26.84,2.18,14.5,74.16,19.86,11.2,123
OK,STILL,9,50208,2008,Spring,301,3,CHECK,0,0.0,1.14,17.92,84.9,49.19,18.6,0.15,4.14,22.02,112.36,81.16,26.84,2.18,14.5,74.16,19.86,11.2,123
OK,STILL,9,50208,2008,Spring,403,4,CHECK,0,0.0,1.14,17.92,84.9,49.19,18.6,0.15,4.14,22.02,112.36,81.16,26.84,2.18,14.5,74.16,19.86,11.2,123
OK,STILL,9,50208,2008,Spring,502,5,CHECK,0,0.0,1.14,17.92,84.9,49.19,18.6,0.15,4.14,22.02,112.36,81.16,26.84,2.18,14.5,74.16,19.86,11.2,123
OK,STILL,9,50208,2008,Spring,602,6,CHECK,0,0.0,1.14,17.92,84.9,49.19,18.6,0.15,4.14,22.02,112.36,81.16,26.84,2.18,14.5,74.16,19.86,11.2,123
OK,STILL,10,50308,2008,Spring,103,1,CHECK,0,0.0,0.33,17.79,72.74,47.4,18.36,0.13,3.26,21.6,98.5,79.62,25.98,1.78,14.64,64.14,20.12,12.12,124
OK,STILL,10,50308,2008,Spring,203,2,CHECK,0,0.0,0.33,17.79,72.74,47.4,18.36,0.13,3.26,21.6,98.5,79.62,25.98,1.78,14.64,64.14,20.12,12.12,124
OK,STILL,10,50308,2008,Spring,301,3,CHECK,0,0.0,0.33,17.79,72.74,47.4,18.36,0.13,3.26,21.6,98.5,79.62,25.98,1.78,14.64,64.14,20.12,12.12,124
OK,STILL,10,50308,2008,Spring,403,4,CHECK,0,0.0,0.33,17.79,72.74,47.4,18.36,0.13,3.26,21.6,98.5,79.62,25.98,1.78,14.64,64.14,20.12,12.12,124
OK,STILL,10,50308,2008,Spring,502,5,CHECK,0,0.0,0.33,17.79,72.74,47.4,18.36,0.13,3.26,21.6,98.5,79.62,25.98,1.78,14.64,64.14,20.12,12.12,124
OK,STILL,10,50308,2008,Spring,602,6,CHECK,0,0.0,0.33,17.79,72.74,47.4,18.36,0.13,3.26,21.6,98.5,79.62,25.98,1.78,14.64,64.14,20.12,12.12,124
OK,STILL,11,50408,2008,Spring,103,1,CHECK,0,0.0,1.28,17.81,59.39,51.26,17.52,0.13,5.72,21.8,84.06,85.18,24.92,1.78,14.6,52.14,21.22,11.14,125
OK,STILL,11,50408,2008,Spring,203,2,CHECK,0,0.0,1.28,17.81,59.39,51.26,17.52,0.13,5.72,21.8,84.06,85.18,24.92,1.78,14.6,52.14,21.22,11.14,125
OK,STILL,11,50408,2008,Spring,301,3,CHECK,0,0.0,1.28,17.81,59.39,51.26,17.52,0.13,5.72,21.8,84.06,85.18,24.92,1.78,14.6,52.14,21.22,11.14,125
OK,STILL,11,50408,2008,Spring,403,4,CHECK,0,0.0,1.28,17.81,59.39,51.26,17.52,0.13,5.72,21.8,84.06,85.18,24.92,1.78,14.6,52.14,21.22,11.14,125
OK,STILL,11,50408,2008,Spring,502,5,CHECK,0,0.0,1.28,17.81,59.39,51.26,17.52,0.13,5.72,21.8,84.06,85.18,24.92,1.78,14.6,52.14,21.22,11.14,125
OK,STILL,11,50408,2008,Spring,602,6,CHECK,0,0.0,1.28,17.81,59.39,51.26,17.52,0.13,5.72,21.8,84.06,85.18,24.92,1.78,14.6,52.14,21.22,11.14,125
OK,STILL,12,50508,2008,Spring,103,1,CHECK,0,0.0,1.79,17.97,44.58,55.27,17.07,0.13,8.16,21.98,68.46,92.52,24.98,1.78,14.62,39.06,22.6,9.62,126
OK,STILL,12,50508,2008,Spring,203,2,CHECK,0,0.0,1.79,17.97,44.58,55.27,17.07,0.13,8.16,21.98,68.46,92.52,24.98,1.78,14.62,39.06,22.6,9.62,126
OK,STILL,12,50508,2008,Spring,301,3,CHECK,0,0.0,1.79,17.97,44.58,55.27,17.07,0.13,8.16,21.98,68.46,92.52,24.98,1.78,14.62,39.06,22.6,9.62,126
OK,STILL,12,50508,2008,Spring,403,4,CHECK,0,0.0,1.79,17.97,44.58,55.27,17.07,0.13,8.16,21.98,68.46,92.52,24.98,1.78,14.62,39.06,22.6,9.62,126
OK,STILL,12,50508,2008,Spring,502,5,CHECK,0,0.0,1.79,17.97,44.58,55.27,17.07,0.13,8.16,21.98,68.46,92.52,24.98,1.78,14.62,39.06,22.6,9.62,126
OK,STILL,12,50508,2008,Spring,602,6,CHECK,0,0.0,1.79,17.97,44.58,55.27,17.07,0.13,8.16,21.98,68.46,92.52,24.98,1.78,14.62,39.06,22.6,9.62,126
OK,STILL,13,50608,2008,Spring,103,1,CHECK,0,0.0,2.3,17.95,28.78,59.53,16.29,0.15,10.66,21.66,51.16,95.94,23.76,1.12,14.72,25.28,28.7,9.02,127
OK,STILL,13,50608,2008,Spring,203,2,CHECK,0,0.0,2.3,17.95,28.78,59.53,16.29,0.15,10.66,21.66,51.16,95.94,23.76,1.12,14.72,25.28,28.7,9.02,127
OK,STILL,13,50608,2008,Spring,301,3,CHECK,0,0.0,2.3,17.95,28.78,59.53,16.29,0.15,10.66,21.66,51.16,95.94,23.76,1.12,14.72,25.28,28.7,9.02,127
OK,STILL,13,50608,2008,Spring,403,4,CHECK,0,0.0,2.3,17.95,28.78,59.53,16.29,0.15,10.66,21.66,51.16,95.94,23.76,1.12,14.72,25.28,28.7,9.02,127
OK,STILL,13,50608,2008,Spring,502,5,CHECK,0,0.0,2.3,17.95,28.78,59.53,16.29,0.15,10.66,21.66,51.16,95.94,23.76,1.12,14.72,25.28,28.7,9.02,127
OK,STILL,13,50608,2008,Spring,602,6,CHECK,0,0.0,2.3,17.95,28.78,59.53,16.29,0.15,10.66,21.66,51.16,95.94,23.76,1.12,14.72,25.28,28.7,9.02,127
OK,STILL,14,50708,2008,Spring,103,1,CHECK,0,0.0,3.63,18.19,28.94,69.6,16.61,0.06,11.3,21.56,33.5,97.72,23.2,0.16,15.24,25.7,44.76,9.96,128
OK,STILL,14,50708,2008,Spring,203,2,CHECK,0,0.0,3.63,18.19,28.94,69.6,16.61,0.06,11.3,21.56,33.5,97.72,23.2,0.16,15.24,25.7,44.76,9.96,128
OK,STILL,14,50708,2008,Spring,301,3,CHECK,0,0.0,3.63,18.19,28.94,69.6,16.61,0.06,11.3,21.56,33.5,97.72,23.2,0.16,15.24,25.7,44.76,9.96,128
OK,STILL,14,50708,2008,Spring,403,4,CHECK,0,0.0,3.63,18.19,28.94,69.6,16.61,0.06,11.3,21.56,33.5,97.72,23.2,0.16,15.24,25.7,44.76,9.96,128
OK,STILL,14,50708,2008,Spring,502,5,CHECK,0,0.0,3.63,18.19,28.94,69.6,16.61,0.06,11.3,21.56,33.5,97.72,23.2,0.16,15.24,25.7,44.76,9.96,128
OK,STILL,14,50708,2008,Spring,602,6,CHECK,0,0.0,3.63,18.19,28.94,69.6,16.61,0.06,11.3,21.56,33.5,97.72,23.2,0.16,15.24,25.7,44.76,9.96,128
OK,STILL,15,50808,2008,Spring,103,1,CHECK,0,0.0,3.71,18.92,28.64,75.6,18.18,0.06,11.34,22.38,33.1,98.48,24.56,0.22,15.98,25.3,50.02,11.52,129
OK,STILL,15,50808,2008,Spring,203,2,CHECK,0,1.0,3.71,18.92,28.64,75.6,18.18,0.06,11.34,22.38,33.1,98.48,24.56,0.22,15.98,25.3,50.02,11.52,129
OK,STILL,15,50808,2008,Spring,301,3,CHECK,0,0.0,3.71,18.92,28.64,75.6,18.18,0.06,11.34,22.38,33.1,98.48,24.56,0.22,15.98,25.3,50.02,11.52,129
OK,STILL,15,50808,2008,Spring,403,4,CHECK,0,0.0,3.71,18.92,28.64,75.6,18.18,0.06,11.34,22.38,33.1,98.48,24.56,0.22,15.98,25.3,50.02,11.52,129
OK,STILL,15,50808,2008,Spring,502,5,CHECK,0,1.0,3.71,18.92,28.64,75.6,18.18,0.06,11.34,22.38,33.1,98.48,24.56,0.22,15.98,25.3,50.02,11.52,129
OK,STILL,15,50808,2008,Spring,602,6,CHECK,0,0.0,3.71,18.92,28.64,75.6,18.18,0.06,11.34,22.38,33.1,98.48,24.56,0.22,15.98,25.3,50.02,11.52,129
OK,STILL,16,50908,2008,Spring,103,1,CHECK,0,1.0,3.54,19.68,26.82,79.41,19.27,0.06,11.34,22.86,30.88,98.48,24.64,0.22,17.0,23.56,56.84,13.86,130
OK,STILL,16,50908,2008,Spring,203,2,CHECK,0,3.0,3.54,19.68,26.82,79.41,19.27,0.06,11.34,22.86,30.88,98.48,24.64,0.22,17.0,23.56,56.84,13.86,130
OK,STILL,16,50908,2008,Spring,301,3,CHECK,0,1.0,3.54,19.68,26.82,79.41,19.27,0.06,11.34,22.86,30.88,98.48,24.64,0.22,17.0,23.56,56.84,13.86,130
OK,STILL,16,50908,2008,Spring,403,4,CHECK,0,1.0,3.54,19.68,26.82,79.41,19.27,0.06,11.34,22.86,30.88,98.48,24.64,0.22,17.0,23.56,56.84,13.86,130
OK,STILL,16,50908,2008,Spring,502,5,CHECK,0,3.0,3.54,19.68,26.82,79.41,19.27,0.06,11.34,22.86,30.88,98.48,24.64,0.22,17.0,23.56,56.84,13.86,130
OK,STILL,16,50908,2008,Spring,602,6,CHECK,0,2.0,3.54,19.68,26.82,79.41,19.27,0.06,11.34,22.86,30.88,98.48,24.64,0.22,17.0,23.56,56.84,13.86,130
OK,STILL,17,51008,2008,Spring,103,1,CHECK,0,1.0,3.88,20.05,23.75,80.01,19.53,0.06,11.36,23.1,28.18,98.64,24.98,0.22,17.68,20.6,56.0,15.22,131
OK,STILL,17,51008,2008,Spring,203,2,CHECK,0,6.0,3.88,20.05,23.75,80.01,19.53,0.06,11.36,23.1,28.18,98.64,24.98,0.22,17.68,20.6,56.0,15.22,131
OK,STILL,17,51008,2008,Spring,301,3,CHECK,0,2.0,3.88,20.05,23.75,80.01,19.53,0.06,11.36,23.1,28.18,98.64,24.98,0.22,17.68,20.6,56.0,15.22,131
OK,STILL,17,51008,2008,Spring,403,4,CHECK,0,1.0,3.88,20.05,23.75,80.01,19.53,0.06,11.36,23.1,28.18,98.64,24.98,0.22,17.68,20.6,56.0,15.22,131
OK,STILL,17,51008,2008,Spring,502,5,CHECK,0,1.0,3.88,20.05,23.75,80.01,19.53,0.06,11.36,23.1,28.18,98.64,24.98,0.22,17.68,20.6,56.0,15.22,131
OK,STILL,17,51008,2008,Spring,602,6,CHECK,0,2.0,3.88,20.05,23.75,80.01,19.53,0.06,11.36,23.1,28.18,98.64,24.98,0.22,17.68,20.6,56.0,15.22,131
OK,STILL,18,51108,2008,Spring,103,1,CHECK,0,1.0,3.6,19.63,22.33,74.62,17.92,0.02,11.04,23.0,27.26,97.84,23.88,0.12,16.92,18.56,49.08,13.02,132
OK,STILL,18,51108,2008,Spring,203,2,CHECK,0,3.0,3.6,19.63,22.33,74.62,17.92,0.02,11.04,23.0,27.26,97.84,23.88,0.12,16.92,18.56,49.08,13.02,132
OK,STILL,18,51108,2008,Spring,301,3,CHECK,0,1.0,3.6,19.63,22.33,74.62,17.92,0.02,11.04,23.0,27.26,97.84,23.88,0.12,16.92,18.56,49.08,13.02,132
OK,STILL,18,51108,2008,Spring,403,4,CHECK,0,0.0,3.6,19.63,22.33,74.62,17.92,0.02,11.04,23.0,27.26,97.84,23.88,0.12,16.92,18.56,49.08,13.02,132
OK,STILL,18,51108,2008,Spring,502,5,CHECK,0,0.0,3.6,19.63,22.33,74.62,17.92,0.02,11.04,23.0,27.26,97.84,23.88,0.12,16.92,18.56,49.08,13.02,132
OK,STILL,18,51108,2008,Spring,602,6,CHECK,0,0.0,3.6,19.63,22.33,74.62,17.92,0.02,11.04,23.0,27.26,97.84,23.88,0.12,16.92,18.56,49.08,13.02,132
OK,STILL,19,51208,2008,Spring,103,1,CHECK,0,0.0,2.86,19.43,24.78,66.92,17.49,0.0,11.16,23.38,29.02,97.94,24.9,0.06,16.34,21.82,36.08,11.14,133
OK,STILL,19,51208,2008,Spring,203,2,CHECK,0,0.0,2.86,19.43,24.78,66.92,17.49,0.0,11.16,23.38,29.02,97.94,24.9,0.06,16.34,21.82,36.08,11.14,133
OK,STILL,19,51208,2008,Spring,301,3,CHECK,0,0.0,2.86,19.43,24.78,66.92,17.49,0.0,11.16,23.38,29.02,97.94,24.9,0.06,16.34,21.82,36.08,11.14,133
OK,STILL,19,51208,2008,Spring,403,4,CHECK,0,0.0,2.86,19.43,24.78,66.92,17.49,0.0,11.16,23.38,29.02,97.94,24.9,0.06,16.34,21.82,36.08,11.14,133
OK,STILL,19,51208,2008,Spring,502,5,CHECK,0,0.0,2.86,19.43,24.78,66.92,17.49,0.0,11.16,23.38,29.02,97.94,24.9,0.06,16.34,21.82,36.08,11.14,133
OK,STILL,19,51208,2008,Spring,602,6,CHECK,0,0.0,2.86,19.43,24.78,66.92,17.49,0.0,11.16,23.38,29.02,97.94,24.9,0.06,16.34,21.82,36.08,11.14,133
OK,STILL,20,51308,2008,Spring,103,1,CHECK,0,0.0,2.7,19.53,30.59,64.46,18.09,0.0,9.6,23.48,35.48,95.18,25.52,0.0,16.48,27.36,35.64,11.8,134
OK,STILL,20,51308,2008,Spring,203,2,CHECK,0,0.0,2.7,19.53,30.59,64.46,18.09,0.0,9.6,23.48,35.48,95.18,25.52,0.0,16.48,27.36,35.64,11.8,134
OK,STILL,20,51308,2008,Spring,301,3,CHECK,0,0.0,2.7,19.53,30.59,64.46,18.09,0.0,9.6,23.48,35.48,95.18,25.52,0.0,16.48,27.36,35.64,11.8,134
OK,STILL,20,51308,2008,Spring,403,4,CHECK,0,0.0,2.7,19.53,30.59,64.46,18.09,0.0,9.6,23.48,35.48,95.18,25.52,0.0,16.48,27.36,35.64,11.8,134
OK,STILL,20,51308,2008,Spring,502,5,CHECK,0,0.0,2.7,19.53,30.59,64.46,18.09,0.0,9.6,23.48,35.48,95.18,25.52,0.0,16.48,27.36,35.64,11.8,134
OK,STILL,20,51308,2008,Spring,602,6,CHECK,0,0.0,2.7,19.53,30.59,64.46,18.09,0.0,9.6,23.48,35.48,95.18,25.52,0.0,16.48,27.36,35.64,11.8,134
OK,STILL,21,51408,2008,Spring,103,1,CHECK,0,0.0,2.38,19.33,39.08,62.28,17.55,0.0,9.68,23.12,44.8,93.54,24.82,0.0,16.4,35.26,33.8,11.52,135
OK,STILL,21,51408,2008,Spring,203,2,CHECK,0,0.0,2.38,19.33,39.08,62.28,17.55,0.0,9.68,23.12,44.8,93.54,24.82,0.0,16.4,35.26,33.8,11.52,135
OK,STILL,21,51408,2008,Spring,301,3,CHECK,0,0.0,2.38,19.33,39.08,62.28,17.55,0.0,9.68,23.12,44.8,93.54,24.82,0.0,16.4,35.26,33.8,11.52,135
OK,STILL,21,51408,2008,Spring,403,4,CHECK,0,0.0,2.38,19.33,39.08,62.28,17.55,0.0,9.68,23.12,44.8,93.54,24.82,0.0,16.4,35.26,33.8,11.52,135
OK,STILL,21,51408,2008,Spring,502,5,CHECK,0,0.0,2.38,19.33,39.08,62.28,17.55,0.0,9.68,23.12,44.8,93.54,24.82,0.0,16.4,35.26,33.8,11.52,135
OK,STILL,21,51408,2008,Spring,602,6,CHECK,0,0.0,2.38,19.33,39.08,62.28,17.55,0.0,9.68,23.12,44.8,93.54,24.82,0.0,16.4,35.26,33.8,11.52,135
OK,STILL,22,51508,2008,Spring,103,1,CHECK,0,0.0,2.55,18.92,41.24,63.65,16.69,0.16,9.6,22.54,47.02,93.56,23.3,2.8,16.02,37.26,34.64,10.9,136
OK,STILL,22,51508,2008,Spring,203,2,CHECK,0,0.0,2.55,18.92,41.24,63.65,16.69,0.16,9.6,22.54,47.02,93.56,23.3,2.8,16.02,37.26,34.64,10.9,136
OK,STILL,22,51508,2008,Spring,301,3,CHECK,0,0.0,2.55,18.92,41.24,63.65,16.69,0.16,9.6,22.54,47.02,93.56,23.3,2.8,16.02,37.26,34.64,10.9,136
OK,STILL,22,51508,2008,Spring,403,4,CHECK,0,0.0,2.55,18.92,41.24,63.65,16.69,0.16,9.6,22.54,47.02,93.56,23.3,2.8,16.02,37.26,34.64,10.9,136
OK,STILL,22,51508,2008,Spring,502,5,CHECK,0,0.0,2.55,18.92,41.24,63.65,16.69,0.16,9.6,22.54,47.02,93.56,23.3,2.8,16.02,37.26,34.64,10.9,136
OK,STILL,22,51508,2008,Spring,602,6,CHECK,0,0.0,2.55,18.92,41.24,63.65,16.69,0.16,9.6,22.54,47.02,93.56,23.3,2.8,16.02,37.26,34.64,10.9,136
OK,STILL,23,51608,2008,Spring,103,1,CHECK,0,0.0,3.49,19.15,40.57,66.61,17.57,0.17,9.88,22.68,45.94,94.58,24.28,2.9,16.28,37.22,35.36,11.42,137
OK,STILL,23,51608,2008,Spring,203,2,CHECK,0,0.0,3.49,19.15,40.57,66.61,17.57,0.17,9.88,22.68,45.94,94.58,24.28,2.9,16.28,37.22,35.36,11.42,137
OK,STILL,23,51608,2008,Spring,301,3,CHECK,0,0.0,3.49,19.15,40.57,66.61,17.57,0.17,9.88,22.68,45.94,94.58,24.28,2.9,16.28,37.22,35.36,11.42,137
OK,STILL,23,51608,2008,Spring,403,4,CHECK,0,0.0,3.49,19.15,40.57,66.61,17.57,0.17,9.88,22.68,45.94,94.58,24.28,2.9,16.28,37.22,35.36,11.42,137
OK,STILL,23,51608,2008,Spring,502,5,CHECK,0,0.0,3.49,19.15,40.57,66.61,17.57,0.17,9.88,22.68,45.94,94.58,24.28,2.9,16.28,37.22,35.36,11.42,137
