State,Site,Rating,Date,Year,Season,Obs,Rep,Treatment,Fungicide,Foci,meanLW,meanST,meanSM,meanRH,meanAT,meanRF,maxLW,maxST,maxSM,maxRH,maxAT,maxRF,minST,minSM,minRH,minAT
OK,STILL,1,42408,2008,Spring,501,5,CUR,1,0,3.06,18.89,31.35,71.20,21.27,0.04,8.02,22.38,33.60,92.54,28.20,0.52,16.36,28.70,42.74,15.38
OK,STILL,1,42408,2008,Spring,502,5,CHECK,0,0,3.06,18.89,31.35,71.20,21.27,0.04,8.02,22.38,33.60,92.54,28.20,0.52,16.36,28.70,42.74,15.38
OK,STILL,1,42408,2008,Spring,503,5,PREV,1,0,3.06,18.89,31.35,71.20,21.27,0.04,8.02,22.38,33.60,92.54,28.20,0.52,16.36,28.70,42.74,15.38
OK,STILL,1,42408,2008,Spring,601,6,CUR,1,3,3.06,18.89,31.35,71.20,21.27,0.04,8.02,22.38,33.60,92.54,28.20,0.52,16.36,28.70,42.74,15.38
OK,STILL,1,42408,2008,Spring,602,6,CHECK,0,0,3.06,18.89,31.35,71.20,21.27,0.04,8.02,22.38,33.60,92.54,28.20,0.52,16.36,28.70,42.74,15.38
OK,STILL,1,42408,2008,Spring,603,6,PREV,1,2,3.06,18.89,31.35,71.20,21.27,0.04,8.02,22.38,33.60,92.54,28.20,0.52,16.36,28.70,42.74,15.38
OK,STILL,2,42508,2008,Spring,101,1,PREV,1,1,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,102,1,CUR,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,103,1,CHECK,0,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,201,2,CUR,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,202,2,PREV,1,2,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,203,2,CHECK,0,1,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,301,3,CHECK,0,1,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,302,3,CUR,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,303,3,PREV,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,401,4,PREV,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,402,4,CUR,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,403,4,CHECK,0,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,501,5,CUR,1,2,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,502,5,CHECK,0,2,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,503,5,PREV,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,601,6,CUR,1,0,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,602,6,CHECK,0,3,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,2,42508,2008,Spring,603,6,PREV,1,1,3.24,19.41,35.74,75.75,20.97,0.04,9.90,22.52,39.08,95.20,27.32,0.58,17.14,32.94,47.56,14.74
OK,STILL,3,42608,2008,Spring,101,1,PREV,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,102,1,CUR,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,103,1,CHECK,0,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,201,2,CUR,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,202,2,PREV,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,203,2,CHECK,0,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,301,3,CHECK,0,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,302,3,CUR,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,303,3,PREV,1,1,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,401,4,PREV,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,402,4,CUR,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,403,4,CHECK,0,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,501,5,CUR,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,502,5,CHECK,0,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,503,5,PREV,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,601,6,CUR,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,602,6,CHECK,0,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,3,42608,2008,Spring,603,6,PREV,1,0,4.16,19.06,41.81,75.15,18.84,0.04,12.20,22.16,46.06,97.92,25.76,0.58,16.62,38.24,43.16,11.80
OK,STILL,4,42708,2008,Spring,101,1,PREV,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,102,1,CUR,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,103,1,CHECK,0,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,201,2,CUR,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,202,2,PREV,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,203,2,CHECK,0,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,301,3,CHECK,0,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,302,3,CUR,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,303,3,PREV,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,401,4,PREV,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,402,4,CUR,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,403,4,CHECK,0,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,501,5,CUR,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,502,5,CHECK,0,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,503,5,PREV,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,601,6,CUR,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,602,6,CHECK,0,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,4,42708,2008,Spring,603,6,PREV,1,0,3.56,18.57,49.38,72.04,16.97,0.05,11.96,21.80,55.58,97.44,23.50,0.68,16.02,45.20,38.42,9.82
OK,STILL,5,42808,2008,Spring,101,1,PREV,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,102,1,CUR,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,103,1,CHECK,0,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,201,2,CUR,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,202,2,PREV,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,203,2,CHECK,0,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,301,3,CHECK,0,1,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,302,3,CUR,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,303,3,PREV,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,401,4,PREV,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,402,4,CUR,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,403,4,CHECK,0,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,501,5,CUR,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,502,5,CHECK,0,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,503,5,PREV,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,601,6,CUR,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,602,6,CHECK,0,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,5,42808,2008,Spring,603,6,PREV,1,0,3.27,18.08,58.55,66.16,15.44,0.06,11.72,21.94,66.30,97.48,22.60,0.92,15.08,52.52,30.12,7.36
OK,STILL,6,42908,2008,Spring,101,1,PREV,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,102,1,CUR,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,103,1,CHECK,0,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,201,2,CUR,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,202,2,PREV,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,203,2,CHECK,0,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,301,3,CHECK,0,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,302,3,CUR,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,303,3,PREV,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,401,4,PREV,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,402,4,CUR,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,403,4,CHECK,0,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,501,5,CUR,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,502,5,CHECK,0,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,503,5,PREV,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,601,6,CUR,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,602,6,CHECK,0,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,6,42908,2008,Spring,603,6,PREV,1,0,2.38,17.54,69.16,57.67,14.68,0.03,9.20,21.60,78.50,91.92,22.80,0.56,14.18,61.88,20.98,5.50
OK,STILL,7,43008,2008,Spring,101,1,PREV,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,102,1,CUR,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,103,1,CHECK,0,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,201,2,CUR,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,202,2,PREV,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,203,2,CHECK,0,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,301,3,CHECK,0,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,302,3,CUR,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,303,3,PREV,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,401,4,PREV,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,402,4,CUR,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,403,4,CHECK,0,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,501,5,CUR,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,502,5,CHECK,0,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,503,5,PREV,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,601,6,CUR,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,602,6,CHECK,0,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,7,43008,2008,Spring,603,6,PREV,1,0,2.20,17.15,81.42,53.38,15.24,0.03,7.32,21.56,90.70,86.10,23.58,0.50,13.52,72.88,20.92,6.78
OK,STILL,8,50108,2008,Spring,101,1,PREV,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,102,1,CUR,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,103,1,CHECK,0,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,201,2,CUR,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,202,2,PREV,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,203,2,CHECK,0,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,301,3,CHECK,0,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,302,3,CUR,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,303,3,PREV,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,401,4,PREV,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,402,4,CUR,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,403,4,CHECK,0,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,501,5,CUR,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,502,5,CHECK,0,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,503,5,PREV,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,601,6,CUR,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,602,6,CHECK,0,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
OK,STILL,8,50108,2008,Spring,603,6,PREV,1,0,1.27,17.65,93.25,53.28,17.41,0.06,4.94,21.92,103.10,82.46,25.30,1.26,14.30,83.34,23.88,10.00
